,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
952,Bolivia,BOL,03/02/2021,3560,18807,11674,1967,593,0.03,30.2,18.75,51,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
953,Bolivia,BOL,04/02/2021,3560,18807,11674,1967,627,0.03,30.2,18.75,54,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
954,Bolivia,BOL,05/02/2021,3560,18807,11674,1967,743,0.03,30.2,18.75,64,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
955,Bolivia,BOL,06/02/2021,3560,18807,11674,1967,857,0.03,30.2,18.75,73,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
956,Bolivia,BOL,07/02/2021,3560,18807,11674,1967,971,0.03,30.2,18.75,83,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
957,Bolivia,BOL,08/02/2021,3560,18807,11674,1967,1017,0.03,30.2,18.75,87,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
958,Bolivia,BOL,09/02/2021,3560,18807,11674,1967,989,0.03,30.2,18.75,85,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
959,Bolivia,BOL,10/02/2021,3560,18807,11674,1967,826,0.03,30.2,18.75,71,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
960,Bolivia,BOL,11/02/2021,10167,18807,11674,1967,826,0.09,30.2,18.75,71,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
961,Bolivia,BOL,12/02/2021,10167,18807,11674,1967,778,0.09,30.2,18.75,67,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
962,Bolivia,BOL,13/02/2021,10167,18807,11674,1967,730,0.09,30.2,18.75,63,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
963,Bolivia,BOL,14/02/2021,10167,18807,11674,1967,682,0.09,30.2,18.75,58,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
964,Bolivia,BOL,15/02/2021,10167,18807,11674,1967,634,0.09,30.2,18.75,54,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
965,Bolivia,BOL,16/02/2021,10167,18807,11674,1967,586,0.09,30.2,18.75,50,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
966,Bolivia,BOL,17/02/2021,10167,18807,11674,1967,538,0.09,30.2,18.75,46,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
967,Bolivia,BOL,18/02/2021,10167,18807,11674,1967,491,0.09,30.2,18.75,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
968,Bolivia,BOL,19/02/2021,10167,18807,11674,1967,491,0.09,30.2,18.75,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
969,Bolivia,BOL,20/02/2021,10167,18807,11674,1967,491,0.09,30.2,18.75,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
970,Bolivia,BOL,21/02/2021,10167,18807,11674,1967,491,0.09,30.2,18.75,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
971,Bolivia,BOL,22/02/2021,10167,18807,11674,1967,491,0.09,30.2,18.75,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
972,Bolivia,BOL,23/02/2021,10167,18807,11674,1967,491,0.09,30.2,18.75,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
973,Bolivia,BOL,24/02/2021,10167,18807,11674,1967,491,0.09,30.2,18.75,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
974,Bolivia,BOL,25/02/2021,10167,18807,11674,1967,491,0.09,30.2,18.75,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
975,Bolivia,BOL,26/02/2021,10167,18807,11674,1967,491,0.09,30.2,18.75,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
976,Bolivia,BOL,27/02/2021,10167,18807,11674,1967,491,0.09,30.2,18.75,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
977,Bolivia,BOL,28/02/2021,10167,18807,11674,1967,491,0.09,30.2,18.75,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
978,Bolivia,BOL,01/03/2021,10167,18807,11674,1967,491,0.09,30.2,18.75,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
979,Bolivia,BOL,02/03/2021,19487,10325,9162,1967,491,0.17,0.09,0.08,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
980,Bolivia,BOL,03/03/2021,19865,10325,9540,378,474,0.17,0.09,0.08,41,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
981,Bolivia,BOL,04/03/2021,20025,10325,9700,160,427,0.17,0.09,0.08,37,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
982,Bolivia,BOL,05/03/2021,20110,10325,9785,85,369,0.17,0.09,0.08,32,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
983,Bolivia,BOL,06/03/2021,106182,96397,9785,86072,12595,0.91,0.83,0.08,1079,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
984,Bolivia,BOL,07/03/2021,106905,97120,9785,723,12628,0.92,0.83,0.08,1082,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
985,Bolivia,BOL,08/03/2021,112066,102236,9830,5161,13296,0.96,0.88,0.08,1139,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
986,Bolivia,BOL,09/03/2021,119080,109210,9870,7014,14228,1.02,0.94,0.08,1219,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
987,Bolivia,BOL,10/03/2021,126889,117011,9878,7809,15289,1.09,1,0.08,1310,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
988,Bolivia,BOL,11/03/2021,132286,122348,9938,5397,16037,1.13,1.05,0.09,1374,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
989,Bolivia,BOL,12/03/2021,137150,127199,9951,4864,16720,1.17,1.09,0.09,1432,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
990,Bolivia,BOL,13/03/2021,137787,127836,9951,637,4515,1.18,1.1,0.09,387,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
991,Bolivia,BOL,14/03/2021,138218,128267,9951,431,4473,1.18,1.1,0.09,383,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
992,Bolivia,BOL,15/03/2021,141810,131814,9996,3592,4249,1.21,1.13,0.09,364,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
993,Bolivia,BOL,16/03/2021,146039,136032,10007,4229,3851,1.25,1.17,0.09,330,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
994,Bolivia,BOL,17/03/2021,150593,140532,10061,4554,3386,1.29,1.2,0.09,290,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
995,Bolivia,BOL,18/03/2021,155945,144816,11129,5352,3380,1.34,1.24,0.1,290,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
996,Bolivia,BOL,19/03/2021,164984,148045,16939,9039,3976,1.41,1.27,0.15,341,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
997,Bolivia,BOL,20/03/2021,167160,148588,18572,2176,4196,1.43,1.27,0.16,359,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
998,Bolivia,BOL,21/03/2021,168477,148975,19502,1317,4323,1.44,1.28,0.17,370,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1373807143753822210
999,Brazil,BRA,16/01/2021,0,0,19502,1317,4323,0,0,0.17,370,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1000,Brazil,BRA,17/01/2021,112,112,19502,112,112,0,0,0.17,1,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1001,Brazil,BRA,18/01/2021,1109,1109,19502,997,554,0,0,0.17,3,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1002,Brazil,BRA,19/01/2021,11470,11470,19502,10361,3823,0.01,0.01,0.17,18,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1003,Brazil,BRA,20/01/2021,28543,28543,19502,17073,7136,0.01,0.01,0.17,34,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1004,Brazil,BRA,21/01/2021,136519,136519,19502,107976,27304,0.06,0.06,0.17,128,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1005,Brazil,BRA,22/01/2021,245877,245877,19502,109358,40980,0.12,0.12,0.17,193,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1006,Brazil,BRA,23/01/2021,537774,537774,19502,291897,76825,0.25,0.25,0.17,361,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1007,Brazil,BRA,24/01/2021,604722,604722,19502,66948,86373,0.28,0.28,0.17,406,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1008,Brazil,BRA,25/01/2021,700608,700608,19502,95886,99928,0.33,0.33,0.17,470,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1009,Brazil,BRA,26/01/2021,848883,848883,19502,148275,119630,0.4,0.4,0.17,563,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1010,Brazil,BRA,27/01/2021,1129885,1129885,19502,281002,157335,0.53,0.53,0.17,740,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1011,Brazil,BRA,28/01/2021,1450900,1450900,19502,321015,187769,0.68,0.68,0.17,883,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1012,Brazil,BRA,29/01/2021,1668032,1656851,19502,217132,203165,0.78,0.78,0.17,956,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1013,Brazil,BRA,30/01/2021,2003211,1923813,19502,335179,209348,0.94,0.91,0.17,985,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1014,Brazil,BRA,31/01/2021,2074059,2046523,19502,70848,209905,0.98,0.96,0.17,988,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1015,Brazil,BRA,01/02/2021,2124307,2107624,19502,50248,203386,1,0.99,0.17,957,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1016,Brazil,BRA,02/02/2021,2292551,2292551,19502,168244,206238,1.08,1.08,0.17,970,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1017,Brazil,BRA,03/02/2021,2521704,2521704,19502,229153,198831,1.19,1.19,0.17,935,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1018,Brazil,BRA,04/02/2021,3073057,3073057,19502,551353,231737,1.45,1.45,0.17,1090,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1019,Brazil,BRA,05/02/2021,3074906,3074906,19502,1849,200982,1.45,1.45,0.17,946,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1020,Brazil,BRA,06/02/2021,3401383,3399421,1962,326477,199739,1.6,1.6,0,940,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1021,Brazil,BRA,07/02/2021,3553681,3534004,19677,152298,211375,1.67,1.66,0.01,994,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1022,Brazil,BRA,08/02/2021,3605538,3579850,25688,51857,211604,1.7,1.68,0.01,996,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1023,Brazil,BRA,09/02/2021,3820207,3786591,33616,214669,218237,1.8,1.78,0.02,1027,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1024,Brazil,BRA,10/02/2021,4120332,4069677,50655,300125,228375,1.94,1.91,0.02,1074,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1025,Brazil,BRA,11/02/2021,4406835,4326075,80760,286503,190540,2.07,2.04,0.04,896,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1026,Brazil,BRA,12/02/2021,4696136,4586270,109866,289301,231604,2.21,2.16,0.05,1090,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1027,Brazil,BRA,13/02/2021,5125206,4946738,178468,429070,246260,2.41,2.33,0.08,1159,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1028,Brazil,BRA,14/02/2021,5236943,5042713,194230,111737,240466,2.46,2.37,0.09,1131,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1029,Brazil,BRA,15/02/2021,5293979,5076110,217869,57036,241206,2.49,2.39,0.1,1135,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1030,Brazil,BRA,16/02/2021,5609937,5324317,285620,315958,255676,2.64,2.5,0.13,1203,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1031,Brazil,BRA,17/02/2021,5883539,5326007,557532,273602,251887,2.77,2.51,0.26,1185,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1032,Brazil,BRA,18/02/2021,6206680,5482925,723755,323141,257121,2.92,2.58,0.34,1210,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1033,Brazil,BRA,19/02/2021,6535156,5640483,894673,328476,262717,3.07,2.65,0.42,1236,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1034,Brazil,BRA,20/02/2021,6813168,5756361,1056807,278012,241137,3.21,2.71,0.5,1134,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1035,Brazil,BRA,21/02/2021,6950802,5817908,1132894,137634,244837,3.27,2.74,0.53,1152,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1036,Brazil,BRA,22/02/2021,7028356,5857080,1171276,77554,247768,3.31,2.76,0.55,1166,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1037,Brazil,BRA,23/02/2021,7297061,6002873,1294188,268705,241018,3.43,2.82,0.61,1134,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1038,Brazil,BRA,24/02/2021,7551676,6116082,1435594,254615,238305,3.55,2.88,0.68,1121,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1039,Brazil,BRA,25/02/2021,7799000,6202055,1596945,247324,227474,3.67,2.92,0.75,1070,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1040,Brazil,BRA,26/02/2021,8101787,6346769,1755018,302787,223804,3.81,2.99,0.83,1053,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1041,Brazil,BRA,27/02/2021,8322042,6437836,1884206,220255,215553,3.92,3.03,0.89,1014,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1042,Brazil,BRA,28/02/2021,8433568,6518628,1914940,111526,211824,3.97,3.07,0.9,997,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1043,Brazil,BRA,01/03/2021,8465403,6542206,1923197,31835,205292,3.98,3.08,0.9,966,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1044,Brazil,BRA,02/03/2021,8841027,6806293,2034734,375624,220567,4.16,3.2,0.96,1038,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1045,Brazil,BRA,03/03/2021,9277322,7114219,2163103,436295,246521,4.36,3.35,1.02,1160,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1046,Brazil,BRA,04/03/2021,9739676,7417852,2321824,462354,277239,4.58,3.49,1.09,1304,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1047,Brazil,BRA,05/03/2021,10169160,7701146,2468014,429484,295339,4.78,3.62,1.16,1389,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1048,Brazil,BRA,06/03/2021,10169160,7701146,2468014,429484,269398,4.78,3.62,1.16,1267,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1049,Brazil,BRA,07/03/2021,10169160,7701146,2468014,429484,258989,4.78,3.62,1.16,1218,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1050,Brazil,BRA,08/03/2021,10169160,7701146,2468014,429484,259965,4.78,3.62,1.16,1223,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1051,Brazil,BRA,09/03/2021,10169160,7701146,2468014,429484,211828,4.78,3.62,1.16,997,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1052,Brazil,BRA,10/03/2021,10362487,7851531,2510956,429484,155024,4.88,3.69,1.18,729,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1053,Brazil,BRA,11/03/2021,10740859,8092244,2648615,378372,143026,5.05,3.81,1.25,673,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1054,Brazil,BRA,12/03/2021,11149530,8360366,2789164,408671,140053,5.25,3.93,1.31,659,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1055,Brazil,BRA,13/03/2021,11362190,8512960,2849230,212660,164909,5.35,4,1.34,776,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1056,Brazil,BRA,14/03/2021,11422666,8561847,2860819,60476,168025,5.37,4.03,1.35,790,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1057,Brazil,BRA,15/03/2021,11895560,8919356,2976204,472894,230058,5.6,4.2,1.4,1082,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1058,Brazil,BRA,16/03/2021,11895560,8919356,2976204,472894,280729,5.6,4.2,1.4,1321,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1059,Brazil,BRA,17/03/2021,12682290,9451188,3231102,472894,331400,5.97,4.45,1.52,1559,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1060,Brazil,BRA,18/03/2021,13013331,9709526,3303805,331041,324639,6.12,4.57,1.55,1527,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1061,Brazil,BRA,19/03/2021,13335728,9970231,3365497,322397,312314,6.27,4.69,1.58,1469,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1062,Brazil,BRA,20/03/2021,13479165,10099070,3380095,143437,302425,6.34,4.75,1.59,1423,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1063,Brazil,BRA,21/03/2021,13562176,10168973,3393203,83011,305644,6.38,4.78,1.6,1438,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1064,Brazil,BRA,22/03/2021,14116560,10609471,3507089,554384,317286,6.64,4.99,1.65,1493,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
1065,Bulgaria,BGR,29/12/2020,1719,1719,3507089,554384,317286,0.02,0.02,1.65,1493,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1066,Bulgaria,BGR,30/12/2020,4608,4608,3507089,2889,2889,0.07,0.07,1.65,416,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1067,Bulgaria,BGR,31/12/2020,4608,4608,3507089,2889,1477,0.07,0.07,1.65,213,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1068,Bulgaria,BGR,01/01/2021,4739,4739,3507089,2889,1007,0.07,0.07,1.65,145,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1069,Bulgaria,BGR,02/01/2021,4739,4739,3507089,2889,799,0.07,0.07,1.65,115,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1070,Bulgaria,BGR,03/01/2021,4739,4739,3507089,2889,675,0.07,0.07,1.65,97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1071,Bulgaria,BGR,04/01/2021,4739,4739,3507089,2889,592,0.07,0.07,1.65,85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1072,Bulgaria,BGR,05/01/2021,5448,5448,3507089,2889,533,0.08,0.08,1.65,77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1073,Bulgaria,BGR,06/01/2021,7913,7913,3507089,2465,472,0.11,0.11,1.65,68,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1074,Bulgaria,BGR,07/01/2021,11117,11117,3507089,3204,920,0.16,0.16,1.65,132,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1075,Bulgaria,BGR,08/01/2021,13355,13355,3507089,2238,1231,0.19,0.19,1.65,177,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1076,Bulgaria,BGR,09/01/2021,13473,13473,3507089,118,1222,0.19,0.19,1.65,176,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1077,Bulgaria,BGR,10/01/2021,13473,13473,3507089,118,1246,0.19,0.19,1.65,179,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
